DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,AvgScore,Selected
BARBALU BK,68,BERGEN STREET,11201,9178549161,Italian,40.68688832,-73.99090991,7.25,0
MR. LEE'S BAKERY,283,WEST  118 STREET,10026,9298884384,Bakery Products/Desserts,40.8054613,-73.95377474,13,0
NEW MADISON PIZZA,223,MADISON STREET,10002,9173882238,Pizza,40.71274388,-73.98879619,15.75,0
O'HANLON'S PUB,2257,31 STREET,11105,7187289619,Irish,40.77494827,-73.9121196,8,0
JODY'S CLUB,372,FOREST AVENUE,10301,7187276338,American,40.63100906,-74.10189565,2,0
OZONE PIZZERIA,9615,LIBERTY AVENUE,11417,7188459555,Pizza,40.68068177,-73.84263818,22.85714286,0
BARNEY GREENGRASS,541,AMSTERDAM AVENUE,10024,2127244707,Jewish/Kosher,40.78782461,-73.9748947,5,0
WHITE CASTLE,900,PENNSYLVANIA AVENUE,11207,7182721664,Hamburgers,40.65585423,-73.88859837,10.85714286,0
A & S PIZZERIA,87,STUYVESANT PLACE,10301,7184484142,Pizza,40.64382156,-74.07756703,9,0
JACKSON HOUSE RESTAURANT,82-14,37 AVENUE,11372,7186396201,American,40.74975392,-73.88407365,16.125,0
C & B LUNCHEONETTE,983,WYCKOFF AVENUE,11385,7184976561,American,40.69618438,-73.90511228,2,1
MONTEBELLO RESTAURANT,120,EAST   56 STREET,10022,2127531447,Italian,40.76053242,-73.97032786,12,0
MCDONALD'S,3001,STRATTON STREET,11354,7185394570,Hamburgers,40.76985933,-73.83479817,10.33333333,0
RICK'S CABARET,50,WEST   33 STREET,10001,2123720850,American,40.74864524,-73.98717686,15.28571429,0
RAB'S COUNTRY LANE,1600,HYLAN BOULEVARD,10305,7189791600,American,40.58950731,-74.08944286,7,0
NITA'S EUROPEAN BAKERY,4010,GREENPOINT AVENUE,11104,7187844047,Bakery Products/Desserts,40.73959112,-73.92492285,9.5,0
ZARO'S BREAD BASKET,1,PENNSYLVANIA STATION (AMTRACK),10121,2122920405,Bakery Products/Desserts,40.75005923,-73.99210672,41.0625,0
DOUGLASTON GOLF SNACKS,6320,MARATHON PARKWAY,11362,7182246566,American,40.75457176,-73.72846613,11.4,0
PETE'S PLACE PIZZA,5620,1 AVENUE,11220,7186805858,Pizza,40.64689774,-74.02280344,10.5,0
TOWNHOUSE DINER,696,2 AVENUE,10016,2125996254,American,40.74708402,-73.97418109,10.33333333,0
LA BOINA ROJA STEAK HOUSE,8022,37 AVENUE,11372,7184246711,Latin American,40.74956634,-73.88588217,16.125,0
THREE JOLLY PIGEONS,6802,3 AVENUE,11220,7187459350,Irish,40.63656303,-74.02571474,20.57142857,0
GIACOMO FINE FOODS,269,WEST   72 STREET,10023,2127996828,American,40.77943822,-73.98358901,12,0
JUICY LUCY,85,AVENUE A,10009,2127775829,"Juice, Smoothies, Fruit Salads",40.72516615,-73.98419051,19.375,0
THE COURTYARD ALE HOUSE,4018,QUEENS BOULEVARD,11104,7187294601,American,40.74376256,-73.92400149,12.5,0
LA GROTTA RISTORANTE,25412,NORTHERN BOULEVARD,11362,7182248899,Italian,40.77157921,-73.73469661,13.6,0
CAFE RENAISSANCE,802-804,KINGS HIGHWAY,11223,7183821900,Jewish/Kosher,40.6065105,-73.96446509,25.4,0
CARMINE'S,2450,BROADWAY,10024,2123622200,Italian,40.79116758,-73.97430838,12.75,0
HOMESTRETCH BAR,214,KINGS HIGHWAY,11223,7183729719,American,40.60545799,-73.98286126,5.333333333,0
LIN'S GARDEN,317,EAST  170 STREET,10456,7185884002,Chinese,40.83735962,-73.91022264,12,0
ALICE'S TEA CUP,102,WEST   73 STREET,10023,2127993006,American,40.77827914,-73.97876539,26.28571429,0
APPLEBEE'S,2505,EMMONS AVENUE,11235,7187694889,American,40.58366263,-73.9433804,10.4,0
UNO CAFE & BILLIARDS,7801,ROOSEVELT AVENUE,11372,7185650048,American,40.7472596,-73.8875102,8.333333333,0
JACK DEMSEY'S PUB,36,WEST   33 STREET,10001,2126299899,Irish,40.74838716,-73.98655615,9,0
KING'S CHEF,13348,WHITESTONE EXPRESSWAY,11354,7189613388,Chinese,40.76863898,-73.83554491,12,0
POPEYES,10413,LEFFERTS BOULEVARD,11419,7183222127,Chicken,40.68594389,-73.8240239,12.16666667,0
DELMAR PIZZERIA,1668,SHEEPSHEAD BAY ROAD,11235,7187697766,Pizza,40.5863703,-73.95224923,9.5,0
SCORPION,7516,ROOSEVELT AVENUE,11372,7182057909,Latin American,40.7469521,-73.89025357,28.92307692,0
KNAPP PIZZA III,427,KINGS HIGHWAY,11223,7186271700,Pizza,40.60440785,-73.97416805,8.75,0
UNCLE BILL'S DINER,3017,STRATTON STREET,11354,7186611771,American,40.76973572,-73.83473349,22.1,0
THE KETTLE BLACK,8622,3 AVENUE,11209,7186807862,American,40.623233,-74.03116345,19.625,0
POPEYES,845,EAST  149 STREET,10455,7182926881,Chicken,40.81232859,-73.90467511,7,0
DUNKIN,2928,AVENUE X,11235,7187436555,Donuts,40.59379771,-73.94056323,12.28571429,0
THE BLARNEY STONE PUB & RESTAURANT,410,8 AVENUE,10001,2125945100,American,40.74997157,-73.99506265,34.8,0
DAN'S BAKERY & ROTI HOUSE,12616,ROCKAWAY BOULEVARD,11420,7188355336,Caribbean,40.67523555,-73.8113442,13,0
PAPHOS DINER,2501,FULTON STREET,11207,7183462301,American,40.67748985,-73.90201324,28.33333333,0
JIMBO'S HAMBURGER PLACE,690,MELROSE AVENUE,10455,7182928032,Hamburgers,40.81975379,-73.91608144,3.428571429,0
BIN 71,237,COLUMBUS AVENUE,10023,2123625446,French,40.77657476,-73.97937974,16.33333333,0
PAULS BAKERY,4374,WHITE PLAINS ROAD,10466,7183245608,Bakery Products/Desserts,40.89778036,-73.85481149,0,0
SUSHI SEN-NIN,30,EAST   33 STREET,10016,2128892208,Japanese,40.74697591,-73.98319283,10,0
BUENOS AIRES,513,EAST    6 STREET,10009,2122282775,Spanish,40.72524015,-73.98340759,17.72727273,0
ROYAL CROWN BAKERY CAFE,1350,HYLAN BOULEVARD,10305,7186680284,Bakery Products/Desserts,40.59566105,-74.08595475,11.5,0
STARBUCKS,455,MAIN STREET,10044,2123711290,Coffee/Tea,40.75915933,-73.95200577,8,0
RISPOLI PASTRY SHOP,29,HYATT STREET,10301,7182735224,American,40.64187297,-74.07725127,9.25,0
XOCHIMILCO FAMILY REST,653,MELROSE AVENUE,10455,7184025400,Mexican,40.81854926,-73.91665381,12,0
FAY DA BAKERY,13618,39 AVENUE,11354,7183211759,Bakery Products/Desserts,40.76036591,-73.82965265,10.5,0
JOHNNY'S PIZZA,5806,5 AVENUE,11220,7184929735,Pizza,40.6405174,-74.01510114,29.45454545,0
KID'S FUNHOUSE,6269,FRESH POND ROAD,11385,7184185437,American,40.71239653,-73.90043231,10,1
HOT BIALYS & BAGELS,11663,QUEENS BOULEVARD,11375,7185440900,Bagels/Pretzels,40.7159472,-73.83330901,16.90909091,0
NEW WONJO RESTAURANT,23,WEST   32 STREET,10001,2126955815,Korean,40.74750881,-73.98633256,37.15,0
BABYLON,208,EAST   34 STREET,10016,2129330912,Turkish,40.74555045,-73.97774731,9,0
ANITA'S LUNCHEONETTE,6100,16 AVENUE,11204,7182360796,American,40.6241867,-73.99264761,32.54545455,0
JOE'S LOBSTER HOUSE,1898,HYLAN BOULEVARD,10305,7186670003,Seafood,40.58326594,-74.09586791,13.2,0
THE NEW PORTALES TAQUERIA,2508A,BROADWAY,11106,7182046736,Mexican,40.76329699,-73.92821353,13,0
MEERA DELI,Nov-57,44 DRIVE,11101,7187847963,Sandwiches,40.74847555,-73.94927419,6.333333333,0
DEATH AVENUE BAR & GRIL,315,10 AVENUE,10001,2126958080,American,40.75098173,-74.00177935,9,0
KING SOLOMON CATERING & RESTAURANT,1787,CONEY ISLAND AVENUE,11230,7184149767,Jewish/Kosher,40.61381943,-73.96308891,10.71428571,0
"DUNKIN',' BASKIN ROBBINS",113-20,BEACH CHANNEL DRIVE,11694,3472304599,Donuts,40.58221796,-73.83671494,18.11111111,0
DUNKIN' DONUTS,122,FULTON STREET,10038,2122270991,Donuts,40.71011469,-74.0075639,10,0
XING LONG CHINESE RESTUARANT,553,EAST  169 STREET,10456,7182938888,Chinese,40.83243335,-73.90409331,11,0
CROWN FRIED CHICKEN,2176,PITKIN AVENUE,11207,7182409333,Chicken,40.67242514,-73.89217195,12,0
THE BLACK FLAMINGO,281,VAN BRUNT STREET,11231,9172541789,Coffee/Tea,40.67914242,-74.01077632,5,0
NATHAN'S FAMOUS,200,BAYCHESTER AVENUE,10475,7186711234,Hotdogs,40.86590541,-73.83042975,45.83333333,0
BANH MI ZON,443,EAST    6 STREET,10009,6465246384,Asian/Asian Fusion,40.72598148,-73.98516804,20.2,0
TOSKANA PIZZERIA RESTAURANT,24825,NORTHERN BLVD,11362,7182252887,Pizza,40.76748478,-73.73861916,8,0
JAY'S ROTI HUT,13509,LEFFERTS BLVD,11420,7183223473,Caribbean,40.67026094,-73.82095084,11.44444444,0
DOMINICANA POLLO SABROSO RESTAURANT,105,EAST MOUNT EDEN AVENUE,10452,7182944403,Latin American,40.843529,-73.91275873,13.2,0
LA DULCE II BAKERY,8710A,LEFFERTS BLVD,11418,7188802441,Bakery Products/Desserts,40.69957902,-73.83069575,39.5,0
FAMOUS CALABRIA PIZZERIA,27,SAINT JAMES PLACE,10038,2122330009,Pizza,40.7118908,-73.99957075,40.45454545,0
ASHOKA,489,COLUMBUS AVENUE,10024,2128751400,Indian,40.78486816,-73.97333944,21.75,0
FLIK @ HOLY NAME PROVINCE,129,WEST   31 STREET,10001,6464730265,Other,40.74831891,-73.99015442,12,0
BEACH BAGEL,438,BEACH  129 STREET,11694,7184741512,Bagels/Pretzels,40.57860963,-73.84951058,10,0
KATZS DELICATESSEN (DEKALB MARKET),445,GOLD ST,11201,2122542246,American,40.69082623,-73.98345225,7.333333333,0
E NOODLE,5,CATHERINE STREET,10038,2122268919,Chinese,40.713738,-73.99738478,20.66666667,0
CAFE 1 OF A KIND,25513,NORTHERN BLVD,11362,3477714685,Coffee/Tea,40.77204768,-73.73431565,9,0
CAFE D'AVIGNON,445,ALBEE SQUARE WEST,11201,9177153556,Sandwiches,40.69082623,-73.98345225,30.53333333,0
ROYAL JERK,805,VAN SICLEN AVENUE,11207,7187086900,Caribbean,40.66001755,-73.88529707,11,0
GONG CHA SKYVIEW LLC,40-24,COLLEGE POINT BOULEVARD,11354,9176811688,Coffee/Tea,40.75768809,-73.83412821,5,0
TANDOORI MASALA,1695,BROADWAY,11207,3473782396,Indian,40.68384396,-73.91210311,22.8,0
MARINELL BAKERY,264,EAST  167 STREET,10456,7185883585,Bakery Products/Desserts,40.83336643,-73.91435492,10,0
CHLOE'S,9413,AVENUE L,11236,3477709051,Caribbean,40.63730499,-73.89742093,36.75,0
Kennedy Fried Chicken,35,EAST  170 STREET,10452,7185387321,Chicken,40.83980173,-73.91657287,13,0
BIG CHEESE PIZZA,157,EAST  170 STREET,10452,9176201998,Pizza,40.83910874,-73.91477395,7,0
DOMINO'S,3869,WHITE PLAINS ROAD,10467,7186534618,Pizza,40.88526216,-73.86188398,5,0
JINTANA THAI FARM HOUSE,344,7 AVENUE,11215,7187881922,Thai,40.66648533,-73.98192634,8,0
KIM FAI,1628,UTICA AVENUE,11234,7189510529,Chinese,40.6323824,-73.92832607,23.42857143,0
PAN RICO AMBATENO,302,KNICKERBOCKER AVENUE,11237,9179660460,Bakery Products/Desserts,40.70171786,-73.9234942,11,0
MILLERS & MAKERS,818,WOODWARD AVENUE,11385,6469548981,Bakery Products/Desserts,40.7033493,-73.90308954,22,1
NEW SIU'S KITCHEN INC,4324,CHURCH AVENUE,11203,7182841133,Chinese,40.65141972,-73.93683219,12,0
NEW JIN MA BAKERY,8622,BROADWAY,11373,6467155281,Bakery Products/Desserts,40.73804038,-73.8772343,26,0
AKARU SUSHI,201,WYCKOFF AVENUE,11237,9175399491,Chinese,40.70239893,-73.91615761,15,0
CHIPOTLE MEXICAN GRILL #3478,88-01,QUEENS BOULEVARD,11373,6143187413,Tex-Mex,40.73514255,-73.87528392,5,0
RIDGEWOOD LABELLA,975,SENECA AVENUE,11385,7183865555,Pizza,40.69951952,-73.902125,14.75,1
IPOH KITCHEN ASIAN CUISINE,6415,20 AVENUE,11204,7182560023,Asian/Asian Fusion,40.61696173,-73.98537966,17,0
SHAH'S HALAL FOOD/CASTLE CHICKEN AND BURGER,8655,BROADWAY,11373,3476590684,Chicken,40.73740365,-73.877286,22,0
POPEYES,16624,HILLSIDE AVE,11432,7187360999,American,40.70958789,-73.79614053,6.333333333,0
STEAM BOX,6517,18 AVENUE,11204,7189753898,Chinese,40.61896046,-73.99033566,15,0
LUCY'S PIZZERIA AND RESTAURANT,488,KINGS HIGHWAY,11223,3477298682,Pizza,40.60422885,-73.97170125,25.33333333,0
B A A BAKERY,6802,BAY PARKWAY,11204,7186796796,Bakery Products/Desserts,40.61210043,-73.98325213,9.333333333,0
JOENISE,294,ROGERS AVENUE,11225,7188085628,Creole,40.66621114,-73.95363731,30.11111111,0
POPEYES LOUISIANA CHICKEN,2779,86 STREET,11223,3478666877,Chicken,40.59336942,-73.97965977,6.25,0
KFC/TACO BELL,2026,CONEY ISLAND AVENUE,11223,9177965620,Chicken,40.60775857,-73.96196501,15.75,0
EL CHARRO BAKERY 1,1429,MYRTLE AVENUE,11237,9176764185,Bakery Products/Desserts,40.69870947,-73.91931786,11,0
El Tequilazo,17237,HILLSIDE AVE,11432,6462584663,Spanish,40.71217419,-73.7889544,25.73333333,0
LUCKY'S JAMAICAN RESTAURANT & BAKERY,403,EMPIRE BOULEVARD,11225,3473122838,Caribbean,40.66404344,-73.94878716,14.77777778,0
T STEAKHOUSE,3223,QUENTIN ROAD,11234,3472313378,Steakhouse,40.61292282,-73.93947281,26,0
TORAJI,217,EAST   43 STREET,10017,3103862679,Japanese,40.75119,-73.97336019,21,0
NUNU BAR,38,AVENUE O,11204,6467278632,American,40.61023129,-73.9837028,10,0
PIZZA SQUAD,2539,WEBSTER AVENUE,10458,7187336009,Pizza,40.86193862,-73.89105729,13.71428571,0
BLUESTONE LANE COFFEE,109,WEST BROADWAY,10013,7183746858,Australian,40.71608996,-74.00874778,34.95454545,0
Q & Q HOUSE,2229,65 STREET,11204,2679390171,Chinese,40.61325005,-73.98044608,13.33333333,0
DIAMOND FOREST CHINESE FOOD,356,FOREST AVENUE,10301,7187206669,Chinese,40.63110576,-74.10118246,22.66666667,0
XI'AN NOODLE FOOD,136-20,ROOSEVELT AVENUE,11354,6462267250,Chinese,40.75977791,-73.82923543,17.57142857,0
HO MEI RESTAURANT,10305,37 AVENUE,11368,7187796903,Chinese,40.75330591,-73.86429538,8,0
BABY BO'S CANTINA,627,2 AVENUE,10016,2127792656,Tex-Mex,40.74497913,-73.97574095,43.21428571,0
MCDONALD'S,943,FLATBUSH AVENUE,11226,7186935353,Hamburgers,40.64872319,-73.95829825,12,0
MARBELLA RESTAURANT,22033,NORTHERN BOULEVARD,11361,7184230100,Latin American,40.76160163,-73.76075972,23.6,0
THE RIVER CAFE,1,WATER STREET,11201,7185225200,American,40.70295918,-73.99433761,7,0
COUSIN JOHN'S CAFE AND BAKERY,70,7 AVENUE,11217,7186227333,Bakery Products/Desserts,40.67535512,-73.97486149,6,0
LA CASA DEL POLLO RESTAURANT,8707,ROOSEVELT AVENUE,11372,7183971910,Chicken,40.74814312,-73.8791212,12,0
NECTAR OF 82ND STREET,1090,MADISON AVENUE,10028,2127720916,American,40.77812894,-73.960813,11,0
ROYAL PIZZA,945,PENNSYLVANIA AVENUE,11207,7182720108,Pizza,40.65514279,-73.88804815,10.5,0
AMELIA'S DINER,110,VARICK STREET,10013,2129255998,American,40.72448638,-74.00600697,12,0
TIBBETT DINER,3033,TIBBETT AVENUE,10463,7185498893,American,40.8800092,-73.9092029,21.81818182,0
T-BONE DINER,107-48,QUEENS BOULEVARD,11375,7182617744,American,40.72151311,-73.84469155,42.90909091,0
WHITE CASTLE,9808,ROCKAWAY BOULEVARD,11417,7186416870,Hamburgers,40.68012196,-73.84074307,7,0
VILLAGE MARIA PIZZA II,768,MANOR ROAD,10314,7183701818,Pizza,40.6079918,-74.12109585,9,0
HENRY ST. ALE HOUSE,62,HENRY STREET,11201,7185224801,American,40.69910814,-73.99222097,16,0
ALIOTTA BAKE SHOP,4522,AVENUE N,11234,7182524888,Bakery Products/Desserts,40.61865487,-73.93140621,27.33333333,0
EL CONTINENTAL RESTAURANT,672,FIFTH AVENUE,11215,7188321327,Latin American,40.66199333,-73.99275877,26.88888889,0
KINGS CARRIAGE HOUSE,251,EAST   82 STREET,10028,2127345490,American,40.77575798,-73.95472696,9,0
ADRIA HOTEL,22117,NORTHERN BOULEVARD,11361,7186315900,American,40.76172644,-73.76006979,20.6,0
TOWNE DELI & PIZZA,5373,ARTHUR KILL ROAD,10307,7182271985,Pizza,40.51336881,-74.24801199,11.4,0
GEORGES RESTAURANT,5701,5 AVENUE,11220,7184391403,American,40.6410884,-74.01447431,11.2,0
42ND STREET PIZZA DINER,647,WEST   42 STREET,10036,2125944312,American,40.7615326,-73.99999639,10.4,0
BARIOS PIZZA & RESTAURANT,446,NOME AVENUE,10314,7183700100,Pizza,40.58982505,-74.16431907,8,0
LATIN BAKERY,41-41,MAIN STREET,11355,7189618900,Latin American,40.75711233,-73.82896074,10,0
JEAN DANET FRENCH PASTRY,7526,5 AVENUE,11209,7188367566,Bakery Products/Desserts,40.62921861,-74.02275775,12.5,0
COPPOLA'S,378,3 AVENUE,10016,2126790070,Italian,40.74153548,-73.98118055,33.11111111,0
SEAN OG,6002,WOODSIDE AVENUE,11377,7188993499,American,40.74505983,-73.90432062,12,0
MERCURY BAR,659,9 AVENUE,10036,2122627755,American,40.76081311,-73.99089978,13,0
MAMA MIA 44 SW,621,9 AVENUE,10036,2123154582,Italian,40.75963293,-73.99176266,12,0
CONTINENTAL LUNCHEONETTE & DELI,10403,METROPOLITAN AVENUE,11375,7185208336,Sandwiches,40.71009454,-73.84855972,9.666666667,0
CHINANTLA RESTAURANT,657,MYRTLE AVENUE,11205,7182221719,Mexican,40.69443165,-73.95743653,25.25,0
CAFE CELLO DELI,48,WEST   46 STREET,10036,2127648600,American,40.75667548,-73.98059873,14.88888889,0
LUIGI'S PIZZERIA,686,5 AVENUE,11215,7184993857,Pizza,40.66152949,-73.9932382,11,0
WENDY'S,26,RICHMOND HILL ROAD,10314,7187613950,Hamburgers,40.58836974,-74.16660894,25.5,0
BOSTON MARKET,5124,NORTHERN BOULEVARD,11377,7185331389,American,40.75315724,-73.90812764,13,0
KELLY'S TAVERN,9259,4 AVENUE,11209,9175194046,American,40.61733737,-74.03056997,8,0
STARBUCKS,360,LEXINGTON AVENUE,10017,2129531662,Coffee/Tea,40.75042221,-73.97680007,10,0
ALL AMERICAN DELI,42,WATER STREET,10004,2125095007,Sandwiches,40.70342549,-74.01009139,34.79166667,0
ESTIHANA ASIAN RESTAURANT& SUSHI,1217,AVENUE J,11230,7186771515,Jewish/Kosher,40.62490588,-73.96393291,23.4,0
RICO PAN BAKERY,5813,WOODSIDE AVENUE,11377,7184297181,Bakery Products/Desserts,40.74559668,-73.90628311,2.4375,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1936,RALPH AVENUE,11236,7185312828,Caribbean,40.63036385,-73.91843168,25.5,0
STARBUCKS,5106,NORTHERN BOULEVARD,11377,7184243716,Coffee/Tea,40.7530266,-73.90951381,3.5,0
CITY DINER,2441,BROADWAY,10024,2128772720,American,40.79093432,-73.9745071,8,0
TIPICO DOMINICANO RESTAURANT,10310,39 AVENUE,11368,7187247917,Latin American,40.75071045,-73.86290031,22,0
JERUSALEM II PIZZA,1312,AVENUE J,11230,7183388156,Jewish/Kosher,40.62498794,-73.96302867,9.25,0
JAMESONS PUB,421,BEACH  129 STREET,11694,7184749364,American,40.5783597,-73.84939235,33,0
STARBUCKS,90-15,QUEENS BOULEVARD,11373,7186997856,Coffee/Tea,40.73384018,-73.87157703,13.25,0
CARMINE'S PIZZA,358,GRAHAM AVENUE,11211,7187829659,Pizza,40.71497345,-73.944448,8,0
PEPPAS JERK CHICKEN RESTAURANT,738,FLATBUSH AVENUE,11226,3474062515,Caribbean,40.65495161,-73.95973235,8,0
STARBUCKS,90,PARK AVENUE,10016,2126615489,Coffee/Tea,40.75049672,-73.97886451,9.2,0
NEW THRIVING RESTAURANT OF GUYANA,10702,LIBERTY AVENUE,11417,7188350890,Chinese,40.68331351,-73.83448338,20.2,0
CHIPOTLE MEXICAN GRILL,680,6 AVENUE,10010,2122063781,Tex-Mex,40.74183327,-73.99356563,12.41666667,0
THE POUR HOUSE OF BAYRIDGE,7901,3 AVENUE,11209,7184916658,American,40.62844591,-74.02901156,13.125,0
STARBUCKS,875,6 AVENUE,10001,2126296540,Coffee/Tea,40.74798395,-73.98910784,10.6,0
DUNKIN,77,RICHMOND HILL ROAD,10314,7183701238,Donuts,40.58783042,-74.16563909,11,0
CHIPOTLE MEXICAN GRILL,283,7 AVENUE,10001,2126456270,Tex-Mex,40.74608494,-73.99418596,9,0
DILLINGERS PUB & GRILL,4619,30 AVENUE,11103,7189565601,American,40.76153571,-73.90996426,13,0
BURGER KING,971,FLATBUSH AVENUE,11226,7182843397,Hamburgers,40.64787775,-73.95815824,9.705882353,0
GOTTA GETTA BAGEL OF QUEENS,10709,71 AVENUE,11375,7187931640,Bagels/Pretzels,40.72039318,-73.84465088,24.625,0
TEA SHOP 168 & BAKERY,5920,MAIN STREET,11355,7184600689,Chinese,40.74364976,-73.82565004,14.63636364,0
THE COOKIE HOUSE,5328,KINGS PLAZA CENTER,11234,7182526483,Bagels/Pretzels,40.61099545,-73.92063442,6,0
SABRY'S SEAFOOD RESTAURANT,2425,STEINWAY STREET,11103,7187219010,Seafood,40.76857694,-73.91115329,15,0
SARKU JAPAN,90-15,QUEENS BOULEVARD,11373,7186998700,Pizza,40.73384018,-73.87157703,13,0
S. WAN CAFE,85,ELDRIDGE STREET,10002,2129668269,Chinese,40.71720168,-73.99246055,9.75,0
MI BELLA DAMA RESTAURANT,296,KNICKERBOCKER AVENUE,11237,7186284253,Spanish,40.70179755,-73.92363476,13.8,0
PICO,419,BEACH  129 STREET,11694,7189453474,American,40.57833223,-73.84937802,12,0
IL CORSO RISTORANTE ITALIANO,54,WEST   55 STREET,10019,2129571500,Italian,40.76237286,-73.97662623,20.5,0
SHAKE SHACK,366,COLUMBUS AVENUE,10024,6467478772,Hamburgers,40.78088616,-73.97626584,12,0
GRILL ON LEE,108,LEE AVENUE,11211,7189632700,Jewish/Kosher,40.70447244,-73.95857342,16.5,0
OSLO COFFEE ROASTERS,133,ROEBLING STREET,11211,7187820332,Coffee/Tea,40.7148113,-73.95670562,12.66666667,0
IL POETA,9804,METROPOLITAN AVENUE,11375,7185444223,Italian,40.71101895,-73.8544732,10,0
WASABI POINT,7618,WOODSIDE AVENUE,11373,7182051056,Asian/Asian Fusion,40.74342625,-73.888621,29.8,0
LUCKY DOG,303,BEDFORD AVENUE,11211,3472944971,American,40.7135478,-73.96188638,4.6,0
GATO VERDE SPORTS BAR,8214,ROOSEVELT AVENUE,11372,7182052959,American,40.74764282,-73.883702,18.4,0
SUBWAY,555,WEST   42 STREET,10036,2125945900,Sandwiches,40.7603633,-73.99721328,8.428571429,0
CORRADO BREAD AND PASTRY,960,LEXINGTON AVENUE,10021,2127741904,Coffee/Tea,40.76901716,-73.96323722,7,0
I & R DELI,6908,15 AVENUE,11228,7183313900,American,40.62092614,-73.99962177,12.2,0
EXPRESS SOFT TACO ONE,10123,QUEENS BLVD,11375,7188303500,Tex-Mex,40.72613092,-73.85174859,13,0
JOE COFFEE,131,WEST   21 STREET,10011,2129247400,Coffee/Tea,40.74205841,-73.99476732,11,0
CRYSTAL LOUNGE,2583,STEINWAY STREET,11103,7182045900,American,40.76751265,-73.91202836,10,0
HAPPY GARDEN CHINESE RESTAURANT,2192,PITKIN AVENUE,11207,7189222885,Chinese,40.6724906,-73.89173564,11,0
THE SICILIAN,229,PROSPECT PARK WEST,11215,7187881050,Pizza,40.65996903,-73.98070986,21.8,0
UMA'S,92-07,ROCKAWAY BEACH BOULEVARD,11693,7183189100,Russian,40.58635531,-73.8156502,7,0
MI LINDO SAN MIGUELITO,257,WEST  231 STREET,10463,3479454330,Mexican,40.87998539,-73.90688491,18.14285714,0
COMPADRES MEXICAN FOOD,9221,LIBERTY AVE,11417,7183232660,Mexican,40.68014914,-73.84658374,17.33333333,0
YUKA RESTAURANT,1557,2 AVENUE,10028,2127729675,Japanese,40.77450891,-73.9542079,21.85714286,0
MATECANA BAKERY & RESTAURANT,4804,108TH ST,11368,7186990660,Latin American,40.7458029,-73.8562411,10,0
FARMERS RESTAURANT,1692,86 STREET,11214,6463388980,Chinese,40.60873643,-74.00511775,25.6,0
NEW MIZU SUSHI,350,EAST    9 STREET,10003,6469985453,Japanese,40.72866048,-73.98604059,10,0
BRAVO PIZZA,360,7 AVENUE,10001,2122351114,American,40.74837398,-73.99253641,5,0
FUNFEST,6161,STRICKLAND AVENUE,11234,7187636800,American,40.61282016,-73.91233025,11,0
RETRO FITNESS,2965,VETERANS ROAD WEST,10309,7182277300,"Juice, Smoothies, Fruit Salads",40.52784278,-74.23337156,12,0
WENDY'S,22006,NORTHERN BLVD,11361,7182243636,Hamburgers,40.76146862,-73.76147494,7.25,0
ANGIOLINA'S RESTAURANT,1322A,JEROME AVENUE,10452,7183002059,Spanish,40.83852709,-73.91889466,32.28571429,0
PINO'S PIZZERIA,1026,ROSSVILLE AVENUE,10309,7189669486,Soul Food,40.55217841,-74.21211441,13,0
LOKAL,473,COLUMBUS AVENUE,10024,2125955554,Mediterranean,40.7843193,-73.97373688,17.41666667,0
NOODIES THAI,830,9 AVENUE,10019,6466697828,Thai,40.76629401,-73.98688103,7,0
SAM'S FRIED ICE CREAM,37B,ORCHARD ST,10002,6468337538,Frozen Desserts,40.71579354,-73.99143623,5,0
LILLY'S CRAFT AND KITCHEN,675B,9TH AVE,10036,2127570373,American,40.76135105,-73.99050985,12.85714286,0
CAFE ROYALE,553,WALTON AVENUE,10451,9178547631,American,40.81905661,-73.92821818,9,0
Layali Dubai,4002,ASTORIA BOULEVARD,11103,7187281492,Mediterranean,40.76881271,-73.91078473,6.75,0
876 CROWN,10810,GUY R BREWER BLVD,11433,9172932703,Caribbean,40.69620333,-73.79099942,12,0
PAPA JOHN'S PIZZA,343,GRAND STREET,10002,2129797272,Pizza,40.71689131,-73.98975505,18.78571429,0
PHO 60,1001,60 STREET,11219,7188857722,Southeast Asian,40.63263528,-74.00481335,19,0
PINO'S PIZZA AND GRILL,2025,BATH AVENUE,11214,7189669750,Pizza,40.60088646,-74.00073102,11,0
U CREW,10322,ROOSEVELT AVE,11368,9176986662,Frozen Desserts,40.74955442,-73.86249125,7,0
BG EMPLOYEE CAFETERIA 4TH FL.,4,WEST   58 STREET,10019,2128728977,American,40.76377756,-73.97378833,5,0
